station_id,code,name,zone,latitude,longitude,zone_code,region
3667,STN03667,Station 3667,ECoR,41.5,97.0,ECoR,ECoR
3668,STN03668,Station 3668,CR,41.5,97.5,CR,CR
3669,STN03669,Station 3669,KR,41.5,98.0,KR,KR
3670,STN03670,Station 3670,ER,41.5,98.5,ER,ER
3671,STN03671,Station 3671,NCR,41.5,99.0,NCR,NCR
3672,STN03672,Station 3672,NR,41.5,99.5,NR,NR
3673,STN03673,Station 3673,NE,41.5,100.0,NE,NE
3674,STN03674,Station 3674,NF,41.5,100.5,NF,NF
3675,STN03675,Station 3675,NK,41.5,101.0,NK,NK
3676,STN03676,Station 3676,SR,41.5,101.5,SR,SR
3677,STN03677,Station 3677,SCoR,41.5,102.0,SCoR,SCoR
3678,STN03678,Station 3678,SCR,41.5,102.5,SCR,SCR
3679,STN03679,Station 3679,WR,41.5,103.0,WR,WR
3680,STN03680,Station 3680,WCR,41.5,103.5,WCR,WCR
3681,STN03681,Station 3681,CC,41.5,104.0,CC,CC
3682,STN03682,Station 3682,ECoR,41.5,104.5,ECoR,ECoR
3683,STN03683,Station 3683,CR,41.5,105.0,CR,CR
3684,STN03684,Station 3684,KR,41.5,105.5,KR,KR
3685,STN03685,Station 3685,ER,41.5,106.0,ER,ER
3686,STN03686,Station 3686,NCR,41.5,106.5,NCR,NCR
3687,STN03687,Station 3687,NR,41.5,107.0,NR,NR
3688,STN03688,Station 3688,NE,41.5,107.5,NE,NE
3689,STN03689,Station 3689,NF,41.5,108.0,NF,NF
3690,STN03690,Station 3690,NK,41.5,108.5,NK,NK
3691,STN03691,Station 3691,SR,41.5,109.0,SR,SR
3692,STN03692,Station 3692,SCoR,41.5,109.5,SCoR,SCoR
3693,STN03693,Station 3693,SCR,41.5,110.0,SCR,SCR
3694,STN03694,Station 3694,WR,41.5,110.5,WR,WR
3695,STN03695,Station 3695,WCR,41.5,111.0,WCR,WCR
3696,STN03696,Station 3696,CC,41.5,111.5,CC,CC
3697,STN03697,Station 3697,ECoR,41.5,112.0,ECoR,ECoR
3698,STN03698,Station 3698,CR,41.5,112.5,CR,CR
3699,STN03699,Station 3699,KR,41.5,113.0,KR,KR
3700,STN03700,Station 3700,ER,41.5,113.5,ER,ER
3701,STN03701,Station 3701,NCR,41.5,114.0,NCR,NCR
3702,STN03702,Station 3702,NR,41.5,114.5,NR,NR
3703,STN03703,Station 3703,NE,41.5,115.0,NE,NE
3704,STN03704,Station 3704,NF,41.5,115.5,NF,NF
3705,STN03705,Station 3705,NK,41.5,116.0,NK,NK
3706,STN03706,Station 3706,SR,41.5,116.5,SR,SR
3707,STN03707,Station 3707,KR,42.0,75.0,KR,KR
3708,STN03708,Station 3708,ER,42.0,75.5,ER,ER
3709,STN03709,Station 3709,NCR,42.0,76.0,NCR,NCR
3710,STN03710,Station 3710,NR,42.0,76.5,NR,NR
3711,STN03711,Station 3711,NE,42.0,77.0,NE,NE
3712,STN03712,Station 3712,NF,42.0,77.5,NF,NF
3713,STN03713,Station 3713,NK,42.0,78.0,NK,NK
3714,STN03714,Station 3714,SR,42.0,78.5,SR,SR
3715,STN03715,Station 3715,SCoR,42.0,79.0,SCoR,SCoR
3716,STN03716,Station 3716,SCR,42.0,79.5,SCR,SCR
3717,STN03717,Station 3717,WR,42.0,80.0,WR,WR
3718,STN03718,Station 3718,WCR,42.0,80.5,WCR,WCR
3719,STN03719,Station 3719,CC,42.0,81.0,CC,CC
3720,STN03720,Station 3720,ECoR,42.0,81.5,ECoR,ECoR
3721,STN03721,Station 3721,CR,42.0,82.0,CR,CR
3722,STN03722,Station 3722,KR,42.0,82.5,KR,KR
3723,STN03723,Station 3723,ER,42.0,83.0,ER,ER
3724,STN03724,Station 3724,NCR,42.0,83.5,NCR,NCR
3725,STN03725,Station 3725,NR,42.0,84.0,NR,NR
3726,STN03726,Station 3726,NE,42.0,84.5,NE,NE
3727,STN03727,Station 3727,NF,42.0,85.0,NF,NF
3728,STN03728,Station 3728,NK,42.0,85.5,NK,NK
3729,STN03729,Station 3729,SR,42.0,86.0,SR,SR
3730,STN03730,Station 3730,SCoR,42.0,86.5,SCoR,SCoR
3731,STN03731,Station 3731,SCR,42.0,87.0,SCR,SCR
3732,STN03732,Station 3732,WR,42.0,87.5,WR,WR
3733,STN03733,Station 3733,WCR,42.0,88.0,WCR,WCR
3734,STN03734,Station 3734,CC,42.0,88.5,CC,CC
3735,STN03735,Station 3735,ECoR,42.0,89.0,ECoR,ECoR
3736,STN03736,Station 3736,CR,42.0,89.5,CR,CR
3737,STN03737,Station 3737,KR,42.0,90.0,KR,KR
3738,STN03738,Station 3738,ER,42.0,90.5,ER,ER
3739,STN03739,Station 3739,NCR,42.0,91.0,NCR,NCR
3740,STN03740,Station 3740,NR,42.0,91.5,NR,NR
3741,STN03741,Station 3741,NE,42.0,92.0,NE,NE
3742,STN03742,Station 3742,NF,42.0,92.5,NF,NF
3743,STN03743,Station 3743,NK,42.0,93.0,NK,NK
3744,STN03744,Station 3744,SR,42.0,93.5,SR,SR
3745,STN03745,Station 3745,SCoR,42.0,94.0,SCoR,SCoR
3746,STN03746,Station 3746,SCR,42.0,94.5,SCR,SCR
3747,STN03747,Station 3747,WR,42.0,95.0,WR,WR
3748,STN03748,Station 3748,WCR,42.0,95.5,WCR,WCR
3749,STN03749,Station 3749,CC,42.0,96.0,CC,CC
3750,STN03750,Station 3750,ECoR,42.0,96.5,ECoR,ECoR
3751,STN03751,Station 3751,CR,42.0,97.0,CR,CR
3752,STN03752,Station 3752,KR,42.0,97.5,KR,KR
3753,STN03753,Station 3753,ER,42.0,98.0,ER,ER
3754,STN03754,Station 3754,NCR,42.0,98.5,NCR,NCR
3755,STN03755,Station 3755,NR,42.0,99.0,NR,NR
3756,STN03756,Station 3756,NE,42.0,99.5,NE,NE
3757,STN03757,Station 3757,NF,42.0,100.0,NF,NF
3758,STN03758,Station 3758,NK,42.0,100.5,NK,NK
3759,STN03759,Station 3759,SR,42.0,101.0,SR,SR
3760,STN03760,Station 3760,SCoR,42.0,101.5,SCoR,SCoR
3761,STN03761,Station 3761,SCR,42.0,102.0,SCR,SCR
3762,STN03762,Station 3762,WR,42.0,102.5,WR,WR
3763,STN03763,Station 3763,WCR,42.0,103.0,WCR,WCR
3764,STN03764,Station 3764,CC,42.0,103.5,CC,CC
3765,STN03765,Station 3765,ECoR,42.0,104.0,ECoR,ECoR
3766,STN03766,Station 3766,CR,42.0,104.5,CR,CR
3767,STN03767,Station 3767,KR,42.0,105.0,KR,KR
3768,STN03768,Station 3768,ER,42.0,105.5,ER,ER
3769,STN03769,Station 3769,NCR,42.0,106.0,NCR,NCR
3770,STN03770,Station 3770,NR,42.0,106.5,NR,NR
3771,STN03771,Station 3771,NE,42.0,107.0,NE,NE
3772,STN03772,Station 3772,NF,42.0,107.5,NF,NF
3773,STN03773,Station 3773,NK,42.0,108.0,NK,NK
3774,STN03774,Station 3774,SR,42.0,108.5,SR,SR
3775,STN03775,Station 3775,SCoR,42.0,109.0,SCoR,SCoR
3776,STN03776,Station 3776,SCR,42.0,109.5,SCR,SCR
3777,STN03777,Station 3777,WR,42.0,110.0,WR,WR
3778,STN03778,Station 3778,WCR,42.0,110.5,WCR,WCR
3779,STN03779,Station 3779,CC,42.0,111.0,CC,CC
3780,STN03780,Station 3780,ECoR,42.0,111.5,ECoR,ECoR
3781,STN03781,Station 3781,CR,42.0,112.0,CR,CR
3782,STN03782,Station 3782,KR,42.0,112.5,KR,KR
3783,STN03783,Station 3783,ER,42.0,113.0,ER,ER
3784,STN03784,Station 3784,NCR,42.0,113.5,NCR,NCR
3785,STN03785,Station 3785,NR,42.0,114.0,NR,NR
3786,STN03786,Station 3786,NE,42.0,114.5,NE,NE
3787,STN03787,Station 3787,NF,42.0,115.0,NF,NF
3788,STN03788,Station 3788,NK,42.0,115.5,NK,NK
3789,STN03789,Station 3789,SR,42.0,116.0,SR,SR
3790,STN03790,Station 3790,SCoR,42.0,116.5,SCoR,SCoR
3791,STN03791,Station 3791,ER,42.5,75.0,ER,ER
3792,STN03792,Station 3792,NCR,42.5,75.5,NCR,NCR
3793,STN03793,Station 3793,NR,42.5,76.0,NR,NR
3794,STN03794,Station 3794,NE,42.5,76.5,NE,NE
3795,STN03795,Station 3795,NF,42.5,77.0,NF,NF
3796,STN03796,Station 3796,NK,42.5,77.5,NK,NK
3797,STN03797,Station 3797,SR,42.5,78.0,SR,SR
3798,STN03798,Station 3798,SCoR,42.5,78.5,SCoR,SCoR
3799,STN03799,Station 3799,SCR,42.5,79.0,SCR,SCR
3800,STN03800,Station 3800,WR,42.5,79.5,WR,WR
3801,STN03801,Station 3801,WCR,42.5,80.0,WCR,WCR
3802,STN03802,Station 3802,CC,42.5,80.5,CC,CC
3803,STN03803,Station 3803,ECoR,42.5,81.0,ECoR,ECoR
3804,STN03804,Station 3804,CR,42.5,81.5,CR,CR
3805,STN03805,Station 3805,KR,42.5,82.0,KR,KR
3806,STN03806,Station 3806,ER,42.5,82.5,ER,ER
3807,STN03807,Station 3807,NCR,42.5,83.0,NCR,NCR
3808,STN03808,Station 3808,NR,42.5,83.5,NR,NR
3809,STN03809,Station 3809,NE,42.5,84.0,NE,NE
3810,STN03810,Station 3810,NF,42.5,84.5,NF,NF
3811,STN03811,Station 3811,NK,42.5,85.0,NK,NK
3812,STN03812,Station 3812,SR,42.5,85.5,SR,SR
3813,STN03813,Station 3813,SCoR,42.5,86.0,SCoR,SCoR
3814,STN03814,Station 3814,SCR,42.5,86.5,SCR,SCR
3815,STN03815,Station 3815,WR,42.5,87.0,WR,WR
3816,STN03816,Station 3816,WCR,42.5,87.5,WCR,WCR
3817,STN03817,Station 3817,CC,42.5,88.0,CC,CC
3818,STN03818,Station 3818,ECoR,42.5,88.5,ECoR,ECoR
3819,STN03819,Station 3819,CR,42.5,89.0,CR,CR
3820,STN03820,Station 3820,KR,42.5,89.5,KR,KR
3821,STN03821,Station 3821,ER,42.5,90.0,ER,ER
3822,STN03822,Station 3822,NCR,42.5,90.5,NCR,NCR
3823,STN03823,Station 3823,NR,42.5,91.0,NR,NR
3824,STN03824,Station 3824,NE,42.5,91.5,NE,NE
3825,STN03825,Station 3825,NF,42.5,92.0,NF,NF
3826,STN03826,Station 3826,NK,42.5,92.5,NK,NK
3827,STN03827,Station 3827,SR,42.5,93.0,SR,SR
3828,STN03828,Station 3828,SCoR,42.5,93.5,SCoR,SCoR
3829,STN03829,Station 3829,SCR,42.5,94.0,SCR,SCR
3830,STN03830,Station 3830,WR,42.5,94.5,WR,WR
3831,STN03831,Station 3831,WCR,42.5,95.0,WCR,WCR
3832,STN03832,Station 3832,CC,42.5,95.5,CC,CC
3833,STN03833,Station 3833,ECoR,42.5,96.0,ECoR,ECoR
3834,STN03834,Station 3834,CR,42.5,96.5,CR,CR
3835,STN03835,Station 3835,KR,42.5,97.0,KR,KR
3836,STN03836,Station 3836,ER,42.5,97.5,ER,ER
3837,STN03837,Station 3837,NCR,42.5,98.0,NCR,NCR
3838,STN03838,Station 3838,NR,42.5,98.5,NR,NR
3839,STN03839,Station 3839,NE,42.5,99.0,NE,NE
3840,STN03840,Station 3840,NF,42.5,99.5,NF,NF
3841,STN03841,Station 3841,NK,42.5,100.0,NK,NK
3842,STN03842,Station 3842,SR,42.5,100.5,SR,SR
3843,STN03843,Station 3843,SCoR,42.5,101.0,SCoR,SCoR
3844,STN03844,Station 3844,SCR,42.5,101.5,SCR,SCR
3845,STN03845,Station 3845,WR,42.5,102.0,WR,WR
3846,STN03846,Station 3846,WCR,42.5,102.5,WCR,WCR
3847,STN03847,Station 3847,CC,42.5,103.0,CC,CC
3848,STN03848,Station 3848,ECoR,42.5,103.5,ECoR,ECoR
3849,STN03849,Station 3849,CR,42.5,104.0,CR,CR
3850,STN03850,Station 3850,KR,42.5,104.5,KR,KR
3851,STN03851,Station 3851,ER,42.5,105.0,ER,ER
3852,STN03852,Station 3852,NCR,42.5,105.5,NCR,NCR
3853,STN03853,Station 3853,NR,42.5,106.0,NR,NR
3854,STN03854,Station 3854,NE,42.5,106.5,NE,NE
3855,STN03855,Station 3855,NF,42.5,107.0,NF,NF
3856,STN03856,Station 3856,NK,42.5,107.5,NK,NK
3857,STN03857,Station 3857,SR,42.5,108.0,SR,SR
3858,STN03858,Station 3858,SCoR,42.5,108.5,SCoR,SCoR
3859,STN03859,Station 3859,SCR,42.5,109.0,SCR,SCR
3860,STN03860,Station 3860,WR,42.5,109.5,WR,WR
3861,STN03861,Station 3861,WCR,42.5,110.0,WCR,WCR
3862,STN03862,Station 3862,CC,42.5,110.5,CC,CC
3863,STN03863,Station 3863,ECoR,42.5,111.0,ECoR,ECoR
3864,STN03864,Station 3864,CR,42.5,111.5,CR,CR
3865,STN03865,Station 3865,KR,42.5,112.0,KR,KR
3866,STN03866,Station 3866,ER,42.5,112.5,ER,ER
3867,STN03867,Station 3867,NCR,42.5,113.0,NCR,NCR
3868,STN03868,Station 3868,NR,42.5,113.5,NR,NR
3869,STN03869,Station 3869,NE,42.5,114.0,NE,NE
3870,STN03870,Station 3870,NF,42.5,114.5,NF,NF
3871,STN03871,Station 3871,NK,42.5,115.0,NK,NK
3872,STN03872,Station 3872,SR,42.5,115.5,SR,SR
3873,STN03873,Station 3873,SCoR,42.5,116.0,SCoR,SCoR
3874,STN03874,Station 3874,SCR,42.5,116.5,SCR,SCR
3875,STN03875,Station 3875,NCR,43.0,75.0,NCR,NCR
3876,STN03876,Station 3876,NR,43.0,75.5,NR,NR
3877,STN03877,Station 3877,NE,43.0,76.0,NE,NE
3878,STN03878,Station 3878,NF,43.0,76.5,NF,NF
3879,STN03879,Station 3879,NK,43.0,77.0,NK,NK
3880,STN03880,Station 3880,SR,43.0,77.5,SR,SR
3881,STN03881,Station 3881,SCoR,43.0,78.0,SCoR,SCoR
3882,STN03882,Station 3882,SCR,43.0,78.5,SCR,SCR
3883,STN03883,Station 3883,WR,43.0,79.0,WR,WR
3884,STN03884,Station 3884,WCR,43.0,79.5,WCR,WCR
3885,STN03885,Station 3885,CC,43.0,80.0,CC,CC
3886,STN03886,Station 3886,ECoR,43.0,80.5,ECoR,ECoR
3887,STN03887,Station 3887,CR,43.0,81.0,CR,CR
3888,STN03888,Station 3888,KR,43.0,81.5,KR,KR
3889,STN03889,Station 3889,ER,43.0,82.0,ER,ER
3890,STN03890,Station 3890,NCR,43.0,82.5,NCR,NCR
3891,STN03891,Station 3891,NR,43.0,83.0,NR,NR
3892,STN03892,Station 3892,NE,43.0,83.5,NE,NE
3893,STN03893,Station 3893,NF,43.0,84.0,NF,NF
3894,STN03894,Station 3894,NK,43.0,84.5,NK,NK
3895,STN03895,Station 3895,SR,43.0,85.0,SR,SR
3896,STN03896,Station 3896,SCoR,43.0,85.5,SCoR,SCoR
3897,STN03897,Station 3897,SCR,43.0,86.0,SCR,SCR
3898,STN03898,Station 3898,WR,43.0,86.5,WR,WR
3899,STN03899,Station 3899,WCR,43.0,87.0,WCR,WCR
3900,STN03900,Station 3900,CC,43.0,87.5,CC,CC
3901,STN03901,Station 3901,ECoR,43.0,88.0,ECoR,ECoR
3902,STN03902,Station 3902,CR,43.0,88.5,CR,CR
3903,STN03903,Station 3903,KR,43.0,89.0,KR,KR
3904,STN03904,Station 3904,ER,43.0,89.5,ER,ER
3905,STN03905,Station 3905,NCR,43.0,90.0,NCR,NCR
3906,STN03906,Station 3906,NR,43.0,90.5,NR,NR
3907,STN03907,Station 3907,NE,43.0,91.0,NE,NE
3908,STN03908,Station 3908,NF,43.0,91.5,NF,NF
3909,STN03909,Station 3909,NK,43.0,92.0,NK,NK
3910,STN03910,Station 3910,SR,43.0,92.5,SR,SR
3911,STN03911,Station 3911,SCoR,43.0,93.0,SCoR,SCoR
3912,STN03912,Station 3912,SCR,43.0,93.5,SCR,SCR
3913,STN03913,Station 3913,WR,43.0,94.0,WR,WR
3914,STN03914,Station 3914,WCR,43.0,94.5,WCR,WCR
3915,STN03915,Station 3915,CC,43.0,95.0,CC,CC
3916,STN03916,Station 3916,ECoR,43.0,95.5,ECoR,ECoR
3917,STN03917,Station 3917,CR,43.0,96.0,CR,CR
3918,STN03918,Station 3918,KR,43.0,96.5,KR,KR
3919,STN03919,Station 3919,ER,43.0,97.0,ER,ER
3920,STN03920,Station 3920,NCR,43.0,97.5,NCR,NCR
3921,STN03921,Station 3921,NR,43.0,98.0,NR,NR
3922,STN03922,Station 3922,NE,43.0,98.5,NE,NE
3923,STN03923,Station 3923,NF,43.0,99.0,NF,NF
3924,STN03924,Station 3924,NK,43.0,99.5,NK,NK
3925,STN03925,Station 3925,SR,43.0,100.0,SR,SR
3926,STN03926,Station 3926,SCoR,43.0,100.5,SCoR,SCoR
3927,STN03927,Station 3927,SCR,43.0,101.0,SCR,SCR
3928,STN03928,Station 3928,WR,43.0,101.5,WR,WR
3929,STN03929,Station 3929,WCR,43.0,102.0,WCR,WCR
3930,STN03930,Station 3930,CC,43.0,102.5,CC,CC
3931,STN03931,Station 3931,ECoR,43.0,103.0,ECoR,ECoR
3932,STN03932,Station 3932,CR,43.0,103.5,CR,CR
3933,STN03933,Station 3933,KR,43.0,104.0,KR,KR
3934,STN03934,Station 3934,ER,43.0,104.5,ER,ER
3935,STN03935,Station 3935,NCR,43.0,105.0,NCR,NCR
3936,STN03936,Station 3936,NR,43.0,105.5,NR,NR
3937,STN03937,Station 3937,NE,43.0,106.0,NE,NE
3938,STN03938,Station 3938,NF,43.0,106.5,NF,NF
3939,STN03939,Station 3939,NK,43.0,107.0,NK,NK
3940,STN03940,Station 3940,SR,43.0,107.5,SR,SR
3941,STN03941,Station 3941,SCoR,43.0,108.0,SCoR,SCoR
3942,STN03942,Station 3942,SCR,43.0,108.5,SCR,SCR
3943,STN03943,Station 3943,WR,43.0,109.0,WR,WR
3944,STN03944,Station 3944,WCR,43.0,109.5,WCR,WCR
3945,STN03945,Station 3945,CC,43.0,110.0,CC,CC
3946,STN03946,Station 3946,ECoR,43.0,110.5,ECoR,ECoR
3947,STN03947,Station 3947,CR,43.0,111.0,CR,CR
3948,STN03948,Station 3948,KR,43.0,111.5,KR,KR
3949,STN03949,Station 3949,ER,43.0,112.0,ER,ER
3950,STN03950,Station 3950,NCR,43.0,112.5,NCR,NCR
3951,STN03951,Station 3951,NR,43.0,113.0,NR,NR
3952,STN03952,Station 3952,NE,43.0,113.5,NE,NE
3953,STN03953,Station 3953,NF,43.0,114.0,NF,NF
3954,STN03954,Station 3954,NK,43.0,114.5,NK,NK
3955,STN03955,Station 3955,SR,43.0,115.0,SR,SR
3956,STN03956,Station 3956,SCoR,43.0,115.5,SCoR,SCoR
3957,STN03957,Station 3957,SCR,43.0,116.0,SCR,SCR
3958,STN03958,Station 3958,WR,43.0,116.5,WR,WR
3959,STN03959,Station 3959,NR,43.5,75.0,NR,NR
3960,STN03960,Station 3960,NE,43.5,75.5,NE,NE
3961,STN03961,Station 3961,NF,43.5,76.0,NF,NF
3962,STN03962,Station 3962,NK,43.5,76.5,NK,NK
3963,STN03963,Station 3963,SR,43.5,77.0,SR,SR
3964,STN03964,Station 3964,SCoR,43.5,77.5,SCoR,SCoR
3965,STN03965,Station 3965,SCR,43.5,78.0,SCR,SCR
3966,STN03966,Station 3966,WR,43.5,78.5,WR,WR
3967,STN03967,Station 3967,WCR,43.5,79.0,WCR,WCR
3968,STN03968,Station 3968,CC,43.5,79.5,CC,CC
3969,STN03969,Station 3969,ECoR,43.5,80.0,ECoR,ECoR
3970,STN03970,Station 3970,CR,43.5,80.5,CR,CR
3971,STN03971,Station 3971,KR,43.5,81.0,KR,KR
3972,STN03972,Station 3972,ER,43.5,81.5,ER,ER
3973,STN03973,Station 3973,NCR,43.5,82.0,NCR,NCR
3974,STN03974,Station 3974,NR,43.5,82.5,NR,NR
3975,STN03975,Station 3975,NE,43.5,83.0,NE,NE
3976,STN03976,Station 3976,NF,43.5,83.5,NF,NF
3977,STN03977,Station 3977,NK,43.5,84.0,NK,NK
3978,STN03978,Station 3978,SR,43.5,84.5,SR,SR
3979,STN03979,Station 3979,SCoR,43.5,85.0,SCoR,SCoR
3980,STN03980,Station 3980,SCR,43.5,85.5,SCR,SCR
3981,STN03981,Station 3981,WR,43.5,86.0,WR,WR
3982,STN03982,Station 3982,WCR,43.5,86.5,WCR,WCR
3983,STN03983,Station 3983,CC,43.5,87.0,CC,CC
3984,STN03984,Station 3984,ECoR,43.5,87.5,ECoR,ECoR
3985,STN03985,Station 3985,CR,43.5,88.0,CR,CR
3986,STN03986,Station 3986,KR,43.5,88.5,KR,KR
3987,STN03987,Station 3987,ER,43.5,89.0,ER,ER
3988,STN03988,Station 3988,NCR,43.5,89.5,NCR,NCR
3989,STN03989,Station 3989,NR,43.5,90.0,NR,NR
3990,STN03990,Station 3990,NE,43.5,90.5,NE,NE
3991,STN03991,Station 3991,NF,43.5,91.0,NF,NF
3992,STN03992,Station 3992,NK,43.5,91.5,NK,NK
3993,STN03993,Station 3993,SR,43.5,92.0,SR,SR
3994,STN03994,Station 3994,SCoR,43.5,92.5,SCoR,SCoR
3995,STN03995,Station 3995,SCR,43.5,93.0,SCR,SCR
3996,STN03996,Station 3996,WR,43.5,93.5,WR,WR
3997,STN03997,Station 3997,WCR,43.5,94.0,WCR,WCR
3998,STN03998,Station 3998,CC,43.5,94.5,CC,CC
3999,STN03999,Station 3999,ECoR,43.5,95.0,ECoR,ECoR
4000,STN04000,Station 4000,CR,43.5,95.5,CR,CR
4001,STN04001,Station 4001,KR,43.5,96.0,KR,KR
4002,STN04002,Station 4002,ER,43.5,96.5,ER,ER
4003,STN04003,Station 4003,NCR,43.5,97.0,NCR,NCR
4004,STN04004,Station 4004,NR,43.5,97.5,NR,NR
4005,STN04005,Station 4005,NE,43.5,98.0,NE,NE
4006,STN04006,Station 4006,NF,43.5,98.5,NF,NF
4007,STN04007,Station 4007,NK,43.5,99.0,NK,NK
4008,STN04008,Station 4008,SR,43.5,99.5,SR,SR
4009,STN04009,Station 4009,SCoR,43.5,100.0,SCoR,SCoR
4010,STN04010,Station 4010,SCR,43.5,100.5,SCR,SCR
4011,STN04011,Station 4011,WR,43.5,101.0,WR,WR
4012,STN04012,Station 4012,WCR,43.5,101.5,WCR,WCR
4013,STN04013,Station 4013,CC,43.5,102.0,CC,CC
4014,STN04014,Station 4014,ECoR,43.5,102.5,ECoR,ECoR
4015,STN04015,Station 4015,CR,43.5,103.0,CR,CR
4016,STN04016,Station 4016,KR,43.5,103.5,KR,KR
4017,STN04017,Station 4017,ER,43.5,104.0,ER,ER
4018,STN04018,Station 4018,NCR,43.5,104.5,NCR,NCR
4019,STN04019,Station 4019,NR,43.5,105.0,NR,NR
4020,STN04020,Station 4020,NE,43.5,105.5,NE,NE
4021,STN04021,Station 4021,NF,43.5,106.0,NF,NF
4022,STN04022,Station 4022,NK,43.5,106.5,NK,NK
4023,STN04023,Station 4023,SR,43.5,107.0,SR,SR
4024,STN04024,Station 4024,SCoR,43.5,107.5,SCoR,SCoR
4025,STN04025,Station 4025,SCR,43.5,108.0,SCR,SCR
4026,STN04026,Station 4026,WR,43.5,108.5,WR,WR
4027,STN04027,Station 4027,WCR,43.5,109.0,WCR,WCR
4028,STN04028,Station 4028,CC,43.5,109.5,CC,CC
4029,STN04029,Station 4029,ECoR,43.5,110.0,ECoR,ECoR
4030,STN04030,Station 4030,CR,43.5,110.5,CR,CR
4031,STN04031,Station 4031,KR,43.5,111.0,KR,KR
4032,STN04032,Station 4032,ER,43.5,111.5,ER,ER
4033,STN04033,Station 4033,NCR,43.5,112.0,NCR,NCR
4034,STN04034,Station 4034,NR,43.5,112.5,NR,NR
4035,STN04035,Station 4035,NE,43.5,113.0,NE,NE
4036,STN04036,Station 4036,NF,43.5,113.5,NF,NF
4037,STN04037,Station 4037,NK,43.5,114.0,NK,NK
4038,STN04038,Station 4038,SR,43.5,114.5,SR,SR
4039,STN04039,Station 4039,SCoR,43.5,115.0,SCoR,SCoR
4040,STN04040,Station 4040,SCR,43.5,115.5,SCR,SCR
4041,STN04041,Station 4041,WR,43.5,116.0,WR,WR
4042,STN04042,Station 4042,WCR,43.5,116.5,WCR,WCR
4043,STN04043,Station 4043,NE,44.0,75.0,NE,NE
4044,STN04044,Station 4044,NF,44.0,75.5,NF,NF
4045,STN04045,Station 4045,NK,44.0,76.0,NK,NK
4046,STN04046,Station 4046,SR,44.0,76.5,SR,SR
4047,STN04047,Station 4047,SCoR,44.0,77.0,SCoR,SCoR
4048,STN04048,Station 4048,SCR,44.0,77.5,SCR,SCR
4049,STN04049,Station 4049,WR,44.0,78.0,WR,WR
4050,STN04050,Station 4050,WCR,44.0,78.5,WCR,WCR
4051,STN04051,Station 4051,CC,44.0,79.0,CC,CC
4052,STN04052,Station 4052,ECoR,44.0,79.5,ECoR,ECoR
4053,STN04053,Station 4053,CR,44.0,80.0,CR,CR
4054,STN04054,Station 4054,KR,44.0,80.5,KR,KR
4055,STN04055,Station 4055,ER,44.0,81.0,ER,ER
4056,STN04056,Station 4056,NCR,44.0,81.5,NCR,NCR
4057,STN04057,Station 4057,NR,44.0,82.0,NR,NR
4058,STN04058,Station 4058,NE,44.0,82.5,NE,NE
4059,STN04059,Station 4059,NF,44.0,83.0,NF,NF
4060,STN04060,Station 4060,NK,44.0,83.5,NK,NK
4061,STN04061,Station 4061,SR,44.0,84.0,SR,SR
4062,STN04062,Station 4062,SCoR,44.0,84.5,SCoR,SCoR
4063,STN04063,Station 4063,SCR,44.0,85.0,SCR,SCR
4064,STN04064,Station 4064,WR,44.0,85.5,WR,WR
4065,STN04065,Station 4065,WCR,44.0,86.0,WCR,WCR
4066,STN04066,Station 4066,CC,44.0,86.5,CC,CC
4067,STN04067,Station 4067,ECoR,44.0,87.0,ECoR,ECoR
4068,STN04068,Station 4068,CR,44.0,87.5,CR,CR
4069,STN04069,Station 4069,KR,44.0,88.0,KR,KR
4070,STN04070,Station 4070,ER,44.0,88.5,ER,ER
4071,STN04071,Station 4071,NCR,44.0,89.0,NCR,NCR
4072,STN04072,Station 4072,NR,44.0,89.5,NR,NR
4073,STN04073,Station 4073,NE,44.0,90.0,NE,NE
4074,STN04074,Station 4074,NF,44.0,90.5,NF,NF
4075,STN04075,Station 4075,NK,44.0,91.0,NK,NK
4076,STN04076,Station 4076,SR,44.0,91.5,SR,SR
4077,STN04077,Station 4077,SCoR,44.0,92.0,SCoR,SCoR
4078,STN04078,Station 4078,SCR,44.0,92.5,SCR,SCR
4079,STN04079,Station 4079,WR,44.0,93.0,WR,WR
4080,STN04080,Station 4080,WCR,44.0,93.5,WCR,WCR
4081,STN04081,Station 4081,CC,44.0,94.0,CC,CC
4082,STN04082,Station 4082,ECoR,44.0,94.5,ECoR,ECoR
4083,STN04083,Station 4083,CR,44.0,95.0,CR,CR
4084,STN04084,Station 4084,KR,44.0,95.5,KR,KR
4085,STN04085,Station 4085,ER,44.0,96.0,ER,ER
4086,STN04086,Station 4086,NCR,44.0,96.5,NCR,NCR
4087,STN04087,Station 4087,NR,44.0,97.0,NR,NR
4088,STN04088,Station 4088,NE,44.0,97.5,NE,NE
4089,STN04089,Station 4089,NF,44.0,98.0,NF,NF
4090,STN04090,Station 4090,NK,44.0,98.5,NK,NK
4091,STN04091,Station 4091,SR,44.0,99.0,SR,SR
4092,STN04092,Station 4092,SCoR,44.0,99.5,SCoR,SCoR
4093,STN04093,Station 4093,SCR,44.0,100.0,SCR,SCR
4094,STN04094,Station 4094,WR,44.0,100.5,WR,WR
4095,STN04095,Station 4095,WCR,44.0,101.0,WCR,WCR
4096,STN04096,Station 4096,CC,44.0,101.5,CC,CC
4097,STN04097,Station 4097,ECoR,44.0,102.0,ECoR,ECoR
